xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
6.96,-2.38,-4.83,-67.2,25.21,35.16
6.94,-1.02,-5.72,8.36,-7.81,-4.82
7.69,-2.2,-4.2,-126.71,30.64,49.26
6.39,-3.43,-6.25,-4.94,2.87,-17.4
5.54,-0.49,-4.3,-11.72,2.56,6.59
21.11,4.1,-7.8,13.92,-0.37,13.85
6.44,0.73,7.46,-0.24,0.43,-0.92
20.76,-1.45,-17.05,14.53,-12.51,11.47
7.53,-1.53,-4.79,-18.49,3.05,0.92
4.15,-1.18,-4.18,-37.54,-75.5,5.92
5.47,-3.56,7.84,35.4,-2.32,-27.28
7.05,-3.31,-3.77,-4.09,4.64,11.23
6.88,-0.03,-5.25,60.36,-5.98,-12.39
4.39,-5.54,-5.94,-87.1,55.3,1.34
9.59,-1.21,-2.52,-20.94,21.55,13.85
5.82,1.33,-6.5,-30.46,1.04,18.13
8.81,-3.15,-2.66,-0.43,0.55,-1.22
2.27,-8.5,5.12,28.32,-5.55,-34.97
5.39,-2.12,-7.2,-96.8,48.4,62.01
7.23,-2.22,-6.21,20.39,-0.31,-12.39
7.78,-3.68,-2.83,9.28,36.8,-2.99
11.88,-0.25,-5.66,17.82,-8.73,-5.55
7.08,-3.49,5.88,-0.31,-1.04,-2.32
8.32,-1.37,-7.06,13.37,-3.23,20.39
7.15,-0.48,-7.59,-3.6,13.18,21.12
13.52,-3.44,-10.9,31.31,-12.45,-0.49
12.6,-0.7,-2.74,-54.02,43.7,4.15
9.24,-1.34,-4.58,-21.61,9.58,4.09
5.4,-1.55,-4.26,-31.13,2.87,0.37
6.31,1.05,-7.73,15.08,34.3,-16.97
3.52,-4.18,-3.65,-17.76,-14.04,5.62
7.51,1.91,-5.35,-19.23,-14.34,26.55
9.5,-2.7,-4.34,-17.09,-11.05,-3.11
8.35,-2.68,-2.61,10.25,-17.52,-9.34
6.27,-3.03,-6.53,-8,8.79,19.17
5.14,-0.92,-5.95,10.62,15.01,12.82
10.16,-3.07,-5.78,33.14,-2.87,-12.57
6.27,-3.67,7.44,1.77,-1.16,3.36
7.33,1.66,-6.59,-2.2,0.06,-1.04
12.91,-6.86,-7.88,-90.82,38.39,21.67
7.26,-0.39,-6.31,6.71,-1.04,-3.17
5.9,0.33,-3.39,-11.72,2.93,16.85
9.05,-2.67,-7.07,-30.4,13.24,16.85
6.69,-2.89,-4.32,-13.79,8.91,0.98
4.24,-9.66,4.81,29.17,11.23,2.75
-7.67,-8.21,14.68,-33.94,-14.77,44.01
8.54,0.43,4.66,3.97,-16.3,-41.08
6.33,-3.14,-4.77,3.17,-5.98,-6.84
6.18,-5.43,-5.43,41.5,-2.08,-37.9
9.05,-1.22,-4.43,-22.4,-2.93,2.99
4.87,-0.35,-7.72,5.19,-7.2,15.99
5.24,1.47,-0.86,-6.53,31.62,-3.54
6.62,1.11,-5.99,6.71,-1.46,-7.26
5.04,0.46,1.95,10.86,29.72,0.79
6.72,1.09,1.45,17.03,13.92,16.17
7.66,-2.68,-11.75,14.4,12.88,-13.24
6.57,-1.21,7.28,-13.85,5.55,23.07
5.57,-0.79,-7.19,-18.25,-1.59,29.6
1.5,-4.39,9.31,33.51,22.71,4.46
6.62,-1.17,-2.19,-26.49,-8.36,34.24
7.75,-2.93,-2.91,-42.72,1.83,24.29
10.2,-2.16,-4.97,-12.63,-3.42,7.75
6.32,3.01,7,-18.07,-13.37,-6.77
5.4,-3.37,-5.45,-49.13,15.63,15.69
6.92,-0.52,-6.01,10.01,-4.09,-14.34
5.89,0.42,-5.87,-0.98,-8.06,-7.2
6.49,0.87,-8.07,9.52,2.01,-13.98
7.87,1.25,-4.11,-15.63,2.87,-6.96
6.64,3.2,-4.55,-7.26,-6.23,9.28
5.74,0.02,-7.05,4.88,15.93,-11.6
8.05,-3.35,-4.09,26.12,7.87,6.35
7.34,-2.44,-8.16,-10.62,-2.08,-14.22
8.29,-1.05,-3.89,2.56,-8.3,1.4
10.91,-1.37,2.07,-46.51,-37.54,51.76
9.63,2.89,-8.07,-8.79,23.38,-8.73
7.47,2.24,-4.56,-11.72,-2.56,27.83
-1.42,0.46,6.16,-75.5,15.56,-22.64
6.66,1.57,-4.34,6.23,-11.11,-7.87
5.63,1.95,7.62,-11.11,3.6,0.55
5.7,5.45,9.3,-69.7,-17.58,-17.4
4.62,-3.88,7.89,-2.75,2.32,3.78
6.69,-0.26,-6.33,-28.93,2.87,23.99
6.86,-0.42,-5.78,64.39,-18.13,-54.02
7.43,-3.63,-4.46,-33.2,17.52,24.35
11.45,-5.04,-4.46,-68.6,15.99,21.67
5.92,-2.42,7.41,-3.36,-1.89,2.01
7.71,-1.44,-4.86,29.91,10.56,-33.87
6.76,3.77,-4.13,22.4,-2.26,-38.57
6.49,-0.55,-5.83,25.02,-3.42,-25.02
1.21,-3.47,10.67,-11.35,51.7,2.56
7.73,0.17,-6.17,6.1,-6.16,3.78
5.23,0.34,-5.19,-10.8,-8.61,13.31
8.5,-4.21,-2.53,-1.59,1.59,0.24
7.59,-0.26,-3.88,0.61,2.44,2.14
4.96,0.79,-5.98,6.96,-2.5,-5.68
7.84,0.02,-2.32,-7.87,7.69,19.23
5.92,-0.93,8.13,-1.95,-14.4,-17.03
5.1,-1.84,-2.9,0.49,-16.72,22.28
3.58,-2.82,10.09,23.86,2.99,7.02
4.41,-1.77,-5.26,-91.8,17.21,97.17
3.87,-3.64,8.18,16.72,22.71,-3.42
5.6,-0.8,-9.76,-0.06,11.84,9.64
6.47,2.14,-3.46,36.68,-0.43,-33.57
7.18,-2.82,-5.54,-18.19,7.81,1.77
12.05,9.53,-1.92,41.56,40.95,9.95
6.02,-0.18,-7.61,15.75,-0.61,8.54
9.38,-0.71,-8.03,-75.68,23.38,6.59
4.71,7.44,4.45,3.23,12.27,1.53
5.14,-2.36,-6.03,19.96,-3.42,-16.78
5.4,-3.93,-7.16,-71.29,37.96,50.96
6.42,0.73,7.47,-0.37,0.43,-0.79
9.09,-1.89,0.28,3.48,-5.31,-51.51
7.78,-2.03,-11.22,1.4,-16.72,21.06
21.03,-4.92,-3.14,-102.05,-146.55,-0.55
5.9,-3.41,7.08,5.43,0.92,0.61
5.31,-0.93,-6.91,-41.69,10.07,52.06
6.68,0.55,-4.73,15.32,-10.86,-56.03
3.88,-0.09,-3.25,-13.24,1.16,9.28
4.63,-2.89,-3.14,-40.47,-12.08,-36.44
6,-5.66,-7.49,-91.13,16.54,49.62
9.07,-3.52,-2.8,-1.04,36.5,7.26
5.35,-1.31,-9.64,-1.59,17.09,13.73
6.59,0.66,-4.24,-51.09,-53.59,26.37
5.97,1.17,-3.74,-10.19,-3.72,3.78
6.33,1.67,-4.31,9.83,-8.79,-40.77
3.18,-1.91,-6.99,4.52,-21.61,0.06
6.56,-1.89,-4.8,-0.98,9.89,-0.79
12.43,-5.24,-10.55,36.99,11.05,-51.94
5.56,-0.32,-2.95,27.47,8.54,-15.56
7.36,-2.23,8.11,4.09,-0.37,-2.32
7.24,-2.24,-6.14,-7.39,-4.7,3.11
10.57,-0.77,7.17,-5.43,25.02,-35.71
8.25,3.41,-7.67,87.04,-7.63,-26.98
3.22,-3.21,-6.15,-52.31,41.63,82.28
7.58,2.02,-4.19,-6.59,-7.14,0.12
5.98,1.41,-9.53,1.16,7.2,-13.18
8.25,-4.5,-2.73,47.12,18.62,21.36
6.99,-0.93,-5.78,-35.89,0.67,11.05
9.24,-0.35,-4.2,-51.21,48.71,33.14
5.57,-4.04,7.23,-1.1,0.67,-1.1
14.13,-1.01,-8.28,-2.75,5,-6.71
8.25,-1.33,-4.47,-99.12,21.73,53.16
5.38,-5.07,6.77,1.4,-1.83,-3.97
4.24,-3.28,-2.56,33.45,-14.1,-21.42
6.27,-3.66,-6.19,45.1,-10.8,-26.98
8.98,-2.93,-2.03,-1.16,-0.12,1.53
8.02,-0.72,-5.02,-38.09,11.9,-5.74
7.71,-1.83,-6.87,7.26,-7.75,9.83
4.76,-5.06,-7.75,-90.21,49.99,60.67
4.4,-1.69,-8.44,2.5,-21,-11.72
2.99,-6.33,-4.61,-55.36,1.59,10.25
5.76,-0.86,-4.89,70.5,3.23,-38.39
7.34,-3.13,-5,-26.86,5.62,7.2
6.1,-5.87,-4.44,1.89,-12.94,21.55
8.38,-2.27,-6.64,89.72,17.82,-31.01
7.76,-0.47,-7.56,-19.47,1.46,7.39
8.06,-2.63,-4.52,-0.61,0.85,-0.98
7.18,-4.51,-5.12,-48.4,8,18.55
5.34,-1.96,-5.04,28.32,-6.04,-21.42
7.36,0.72,-5.11,4.76,-4.76,13.43
8.23,-1.17,-3.88,-20.69,2.69,2.99
3.69,1.61,-5.62,6.35,12.45,-13.79
5.64,-3.96,7.24,-3.6,1.83,-1.77
10.38,1.44,-6.59,-1.1,-5.98,38.7
7.48,1.17,-4.34,-15.5,7.57,-10.07
4.79,-5.68,6.87,5.8,-0.55,0.79
7.69,-1.48,-4.74,-59.57,6.1,66.35
7.56,-1.45,-5.9,50.9,6.41,-53.83
7.91,-4.31,-7.97,0.12,28.02,1.71
5.33,-1.49,7.97,1.65,-0.61,-1.95
9.75,1.18,-9.46,-3.42,8.61,-11.05
5.71,0.09,-6.52,14.77,-4.46,-5.62
8.65,-1.04,-5.37,32.84,4.15,-7.51
8.31,0.04,-5.32,-8.18,-2.81,11.84
9.35,0.83,-5.34,26.55,-9.28,-9.7
4.29,2.64,-5.66,10.99,-8.24,-12.39
9.31,-2.65,-1.05,0.06,0.79,-0.92
7.63,-2.85,-6.12,-22.89,-11.17,30.03
10.29,2.34,-4.33,7.32,6.23,-36.99
8.92,-3.44,-3.86,-54.44,21.36,46.57
4.63,-0.32,-8.74,-106.87,76.23,78.55
2.85,-9.97,4.32,-37.78,-45.53,102.05
3.86,-5.9,7.07,0.06,0.12,-0.67
5.56,0.33,-5.13,-50.96,29.17,24.29
7.19,-1.96,-5.42,76.42,-23.5,-40.65
5.17,0.08,-5.84,7.57,6.47,4.15
5.51,-1.45,8.16,-0.43,0.55,-1.1
6.11,0.25,-6.71,55.73,3.97,-59.08
8.86,-2.13,-4.3,-28.44,0.18,4.76
9.99,1.08,-7.5,-13.37,4.76,49.38
6.65,0.7,-5.55,-61.71,-8.36,47.79
4.42,-4.67,7.75,2.38,-5,3.91
6.86,0.71,-5.79,-3.05,3.91,19.84
7.69,1.45,-4.54,-45.78,-2.5,10.25
4.01,-0.81,-7.58,-2.26,33.63,14.4
5.1,-1.51,-3.22,32.78,7.45,-24.54
7.39,-0.92,-3.99,66.89,-20.45,-61.65
8.42,-2.04,-4.34,-0.49,0.37,-0.98
7.39,0.61,-6.6,-49.93,9.95,34.12
7.19,-3.44,-5.1,-66.28,11.35,8.48
4.76,-0.03,-5.85,9.58,-6.9,-3.54
12.8,3.01,-6.29,-46.26,40.04,84.05
6.49,-1.57,-5.96,13.98,-4.88,-12.76
4.51,-5.61,7.13,0.24,1.16,0.18
4.22,1.6,-2.07,-16.66,9.09,30.46
6.08,0.39,-2.75,-8.79,5,18.25
13.16,-2.27,-7.29,35.1,18.07,1.1
7.02,1.3,-6.02,16.48,-7.63,-5.49
7.96,3.97,-4.8,7.32,-7.14,80.44
6.4,-0.88,-2.8,8,-3.17,-3.36
6.54,-2.74,-5.72,-30.58,11.96,29.97
7,-3.24,-6.07,-88.26,17.27,66.53
7.52,-0.11,-3.24,4.88,1.1,-16.11
6.99,0.52,-7.63,-9.22,0.85,4.27
4.06,-2.3,-4.42,-12.15,18.31,8.91
4.85,-3.53,8.04,0.06,1.89,-3.85
14.46,-3.07,-9.16,-8.85,-18.86,-12.57
8.31,-2.61,-3.55,66.96,-10.5,-17.82
8.9,-3.04,-2.26,0,-1.22,-1.4
7.28,3.32,5.42,27.65,-25.33,-39.73
8.4,-1.96,-4.39,-0.61,0,-1.22
2.72,-2.75,11.98,26.18,-31.43,-14.34
6.45,-1.51,-6.51,-51.64,5.37,50.6
8.07,-2.98,-5.47,-57.25,7.2,38.45
4.57,-0.1,-5.55,-13.61,-4.03,13.85
7.54,-3.13,-4.66,-63.48,22.16,21.06
10.4,-0.73,-5.12,-3.05,-7.63,-18.92
8.79,-2.84,-2.67,0.43,2.08,-1.46
8.84,-2.46,-4.32,-37.6,32.47,32.96
11.77,-1.15,-4.49,-0.79,3.48,34.73
5.49,1.92,-6.11,1.89,9.77,-12.27
4.94,-0.96,-6.81,-2.38,6.23,19.29
7.12,1.36,-5.44,0,7.08,-7.87
8.71,-3.36,-4.89,-53.1,24.17,23.8
4.23,-2.68,-6.02,-4.46,26.79,11.05
5.74,1.42,-3.5,39.86,25.45,-1.28
3.39,-5.6,7.63,-2.2,1.65,-0.49
9.7,-1.49,-1.77,37.41,25.39,2.69
5.49,-1.15,8.24,1.77,-1.59,1.53
7.81,0.02,-4.08,-41.75,4.64,42.85
7.97,-0.16,-6.22,26.43,0.79,-14.65
9.28,-2.66,-1.07,-0.55,-0.12,-0.67
6.32,-5.07,7.73,-3.36,-10.86,-1.65
5.82,-2.75,6.22,30.4,64.21,14.1
7.31,-2.55,5.68,4.88,0,0.73
4.86,-5.08,-3.95,-5.62,23.99,-14.77
9.19,-2.45,-6.98,33.33,-0.67,-0.92
8.81,-0.68,-2.98,-23.25,18.55,19.9
5.32,-0.66,-2.64,22.89,7.32,-15.63
6.17,-4.13,7.29,-18.86,6.84,-5.86
7.87,-3.08,-7.13,60.67,-15.99,-52.67
7.54,-1.79,-7.84,-4.58,-4.52,8.73
7.14,-1.62,-6.75,42.42,-24.17,-31.01
7.54,-2.59,-5.19,1.46,5,-0.18
7.5,1.73,-5.86,6.59,1.77,-18.92
8.42,-1.93,-4.41,-0.37,0.85,-1.04
6.36,-2.9,-5.59,-67.26,20.75,50.05
6.34,1.75,-5.1,12.57,2.2,-20.63
8.04,1.31,-5.19,-57.98,11.05,28.2
3.38,-1.36,-9.25,9.7,30.52,-15.32
7.45,-3.41,-4.04,-37.54,2.44,15.5
4.19,-2.03,-9.38,-7.02,-42.85,-5.43
8.03,0.24,-4.96,46.26,8.12,-71.53
7.59,-1.72,-3.33,-26.25,7.69,4.15
6.6,-4.4,7.67,24.41,22.77,16.48
16,1.32,-7.74,-0.12,9.83,35.77
5.51,0.81,-6.21,16.36,0.61,-13.37
9.32,-2.62,-1.09,-0.43,0.61,-0.92
6.65,-2.87,-4.44,30.03,4.82,-16.48
5.87,-0.72,7.62,2.69,-0.31,-11.41
7.38,-1.6,-7.5,47.24,-21.42,13.85
5.64,1,8.2,6.65,3.72,2.01
6.01,-2.27,-5.42,3.42,-2.56,2.81
10.15,-5.67,-4.83,70.68,45.59,-106.81
8.98,1.59,-6.77,64.82,-13,-49.44
8.67,-3.78,-2.04,-0.49,-0.67,-0.61
12.02,2.24,-6.75,3.11,-1.65,27.89
8.74,-3.31,-2.73,-0.43,0.43,-1.59
10.8,-1.84,-0.4,130.37,-48.89,-103.76
5.52,-2.6,7.98,0.06,-8.06,1.34
5.26,-3.31,6.4,2.69,-1.77,2.08
8.29,6.27,-4.65,-31.43,-11.17,35.22
6.04,1.1,-5.86,7.32,-0.18,-6.29
4.61,0.06,-4.9,-5.8,-9.03,4.7
7.82,-2.22,8.37,17.94,24.96,-12.63
4.94,0.98,-4.22,-3.97,-5.31,2.99
8.4,-1.81,-8.82,-87.4,40.65,6.1
6.31,0.36,-3.23,-27.47,-10.01,-6.96
8.87,-2.85,-2.61,0,1.53,-1.28
6.53,-1.98,-6.82,-0.18,1.34,-1.59
7.92,1.82,-4.98,20.51,-4.03,-1.89
5.54,-3.32,-3.55,-37.29,17.4,25.51
7.92,-0.27,5.2,1.77,3.66,-25.21
8.75,-3.01,-4.3,-40.16,8.61,18.01
8.93,-2.88,-2.8,0.37,2.2,-1.77
6.97,2.25,-4.74,12.94,-12.33,-5.13
5.48,-3.17,7.83,-1.28,0.79,-0.67
6.99,-0.43,-6.81,1.28,23.74,-3.05
7.47,-1.22,-4.53,50.48,-8.12,-52.73
9.86,-4.67,-4.6,-32.78,-1.28,30.7
7.35,0.3,-5.27,-50.23,9.83,48.46
8.22,0.65,-5.49,-6.77,-11.6,-5.55
20.64,0.33,-15.51,-150.27,-8.91,78.43
7.4,-0.12,6.78,-1.04,0.85,-0.49
5.2,-7.13,-4.71,-75.13,-7.51,24.05
5.68,0,-3.58,-0.43,6.16,-3.3
6,-4.04,-6.06,19.65,11.6,-23.01
-0.5,0.96,9.09,28.56,8.79,-5.68
9.01,-3.62,-4.3,-34.42,1.46,-5.19
7.51,0.48,-5.15,-16.54,-14.16,-24.17
7.47,-0.72,-4.73,4.15,-14.65,-15.14
3.51,0.34,-1.91,-25.88,7.87,48.52
-10.78,26.17,16.1,-80.87,10.99,34.12
6.34,0.65,-5.05,-17.88,18.25,23.74
5.54,-0.72,-5.2,-11.35,0.67,4.7
6.9,0.43,-6.02,3.3,-11.23,5.98
6.96,1.38,-5.27,-23.19,-1.83,14.34
9.29,-1.88,-4.26,5,-11.84,-22.46
-1.51,-0.25,-9.68,0.31,4.39,8.97
7.89,-3.94,-3.18,-25.39,17.52,8.97
8.72,-2.65,-3.73,3.6,-1.28,-3.48
1.37,-8.79,4.28,-8.42,2.93,1.46
13.66,8.9,0.38,-75.62,73.18,-56.03
6,-2.7,-6.41,-0.55,-2.93,5.13
9.23,-0.42,-2.03,-1.16,-7.45,-24.72
3.47,-8.24,4,22.83,-12.63,-3.85
8.5,-5.71,-5.56,-72.45,45.1,27.22
7.8,-1.31,5.88,-0.12,-0.49,-1.46
7.26,0.34,-8.32,12.27,-23.07,22.83
-3.39,1.29,11.3,-119.75,-152.47,62.87
6.4,4.2,-5.19,-45.04,-18.68,72.94
6.18,-1.04,-5.52,17.94,-1.16,2.32
-1.43,-10.78,2.27,-37.54,8.79,-71.78
5.18,-1.83,-4.72,-4.76,23.32,-4.09
7.11,-2.22,-6.17,-58.17,2.75,17.33
5.2,-0.75,-4.92,-14.77,-7.45,14.22
6.81,-4.11,-4.52,-39.73,18.49,16.97
6.37,1.99,-4.03,-20.87,-9.03,11.35
7.27,3.74,-6.19,-122.86,5.49,73.79
7.11,0.17,-5.19,-5.07,4.58,-5.8
8.54,1.14,-4.42,2.69,2.2,23.44
4.32,-0.73,-7.45,-20.26,33.26,24.78
5.3,-1.57,7.97,-1.28,-2.14,-0.43
8.84,-3.36,-2.65,3.42,5.49,-4.76
6.12,0.89,-5.8,6.47,-7.51,-4.27
5.6,3.42,6.59,8.18,-27.04,-24.11
8.28,3.7,-4.92,-99.18,-26.06,53.16
6.1,-1.15,7.87,-0.55,1.1,-0.73
8.5,-0.52,-5.14,-15.14,-6.9,-3.78
7.13,-1.74,6.55,6.84,31.01,-3.11
10.7,-0.3,-8.04,-17.64,-10.01,38.15
6.16,-1.2,-6.39,-55.18,12.02,47.42
7.05,-0.79,-6.37,21.67,-22.03,-5.68
6.1,7.65,3.32,-11.23,2.81,19.41
6.54,-2.33,-5.64,19.78,0.43,-9.89
8.81,-3.14,-2.35,-0.73,0.12,-0.85
8.09,-1.34,-4.27,-30.64,8.67,24.23
5.55,-4.28,-4.92,3.72,7.32,-4.21
8.28,-0.89,-3.44,-1.1,2.87,-0.12
7.77,0.02,-4.88,-30.27,9.64,30.4
6.8,1.35,6.45,-111.63,9.52,36.87
-1.43,-12.26,21.19,40.89,1.95,180.85
10.19,2.22,-4.04,-24.9,-6.77,30.94
7.35,-1.21,-3.11,29.85,-13.67,-30.27
6.05,2.34,-6.61,-82.64,-12.39,63.29
6.07,-3.25,7.13,17.76,-1.71,-17.52
6.44,-0.61,7.62,-4.15,4.09,-0.49
9.19,1.83,-4.04,38.45,-17.88,17.21
9.07,-2.96,-1.81,-0.79,0.49,-0.73
5.28,0.34,-6.92,-14.83,11.11,-2.56
7.89,-2.48,-5.51,19.17,0.06,5.8
3.53,-0.36,-2.21,-24.54,48.16,23.07
3.8,-6.23,6.81,-1.46,1.46,-0.98
8.65,-3.04,-3.23,-13.12,-25.63,0.92
5.71,0.29,-8.01,-45.35,-23.01,23.5
8.1,-0.87,5.48,-0.49,0.73,-0.79
7.48,1.37,-7.32,-32.23,-49.26,29.85
9.06,-3.58,-1.5,-0.37,0.24,-1.46
13.46,-5.69,-12.6,-40.65,11.35,48.58
4.13,1.43,-5.04,8.12,-10.38,-18.49
6.89,-1.77,-6.15,-34.42,2.56,8.42
6.29,2.45,-3.87,30.09,-1.22,-45.84
7.28,-1.42,-5.12,9.16,-3.17,-9.22
4.94,-1.92,-5.83,-11.17,-3.66,8
8.93,-0.64,-5.85,-52.37,-4.82,13.24
6.02,0.67,-5.09,-4.58,-0.06,2.2
6.67,-1.11,-5.49,-4.82,5.31,-3.85
8.1,-2.14,-3.87,13.06,-1.1,0.37
3.05,-0.52,-5.58,-13.06,0.79,12.02
7.69,-1.69,-3.71,69.4,-15.5,-27.59
6.34,-0.87,-3.84,-6.59,-10.8,-5.92
9.87,-3.09,-5.48,53.65,-5.98,-12.63
5.77,-3.39,-7.68,73.79,-10.56,-56.76
10.19,-4.16,-6.67,-27.1,-1.16,4.27
8.42,-0.94,-4.21,10.38,6.04,-17.94
8.25,-3.02,-4.55,8.61,5.74,-15.5
7.88,-1.68,-4.53,-42.11,9.64,22.64
6.69,-2.04,7.14,0.55,1.28,-1.59
6.22,-1.8,-6.38,3.66,-5.37,-3.05
7.71,-2.01,-5.31,2.14,0.06,-6.96
7.17,0.51,-5.86,63.72,0.06,-37.48
6.49,0.24,-5.6,15.2,5.07,-13.79
6.71,-1.26,-5.73,15.08,-4.33,1.28
9.23,-4.36,-0.36,29.6,27.47,15.14
8.44,4.09,-4.4,-6.59,-0.37,12.94
7.1,1.18,-5.22,-18.01,-3.17,8.36
3.09,-0.51,-3.25,10.13,25.09,-25.57
4.69,-5.4,-5.55,66.28,-2.32,-52.25
7.38,-1.4,4.7,-37.72,80.93,8.36
5.19,-0.38,-4.36,51.57,-7.51,-31.8
6.32,-1.02,-6.04,-8.36,1.16,17.27
9.83,-7.88,-3.25,-6.84,-0.73,39.12
7.95,-2.19,-4.91,1.04,-1.89,-2.87
6.33,-0.11,7.63,0.06,1.04,-0.79
8.9,3.3,-4.66,-37.05,-2.26,20.57
8.48,-4.64,-9.08,14.65,-16.54,-12.57
5.99,-3.75,-6.07,-9.7,6.29,8.42
7.9,-0.97,-4.67,-7.2,2.01,-0.12
4.86,-2.7,-5.82,-42.91,1.89,60.42
7.65,2.47,-4.76,-21.79,-6.04,21.18
8.31,-2.12,-4.4,-0.55,1.59,-0.61
7.87,-0.5,-7.66,-4.33,-10.62,-21.61
11.51,-12.23,15.99,-8.67,-68.54,-72.14
5.88,-1.11,-5.79,-0.49,-2.99,-1.1
6.27,-3.93,-8.92,-9.46,23.19,23.62
5.82,-1.03,-5.83,-5.86,6.9,21.55
9.88,1.4,-2.18,-5.07,-3.66,-9.89
6.97,-1.1,-7.16,7.08,-9.89,-3.85
9.6,1.66,-9.2,1.34,35.52,-28.2
9.25,-2.22,-1.84,-0.92,-0.85,-1.1
7,-1.75,-6.93,16.97,14.4,1.59
7.92,-1.9,-5.2,-0.24,-0.06,-0.67
5.12,-0.63,-6.4,10.62,3.66,-16.48
5.55,-1.3,-5.7,9.95,-3.36,-4.33
6.6,-0.99,-9.39,-1.77,3.66,23.5
4.76,-3.87,-3.35,-6.16,28.02,0
7.2,-0.87,-4.9,33.2,8,-32.78
5.79,-3.76,-6.3,59.14,-26.12,-59.57
11.1,0.38,-7.21,0.06,-7.2,40.83
8.84,-2.82,-2.91,0.18,0.49,-2.38
9.16,5.36,-5.72,41.2,114.62,-21
6.91,-2.12,-5.22,28.87,-5.62,-4.21
6.64,-0.99,-6.52,58.53,-22.52,-51.33
5.24,-4.43,7.19,-1.77,-0.18,-0.18
7.56,-3.14,-4.08,-6.65,8.48,-11.47
4.21,0.68,6.01,-52.67,78.25,58.41
6.95,-1.2,-5.82,38.02,6.65,-20.39
7.87,-1.24,4.63,-6.29,-9.03,-2.62
7.71,-1.21,9.67,48.16,2.5,33.39
5.09,-3.56,7.98,2.01,-2.32,-4.58
6.25,-1.02,-6.63,9.89,1.65,3.91
8.23,-2.37,-4.11,38.02,3.36,-28.87
-9.19,12.41,31.68,-94.24,-24.11,-45.17
7.25,1.62,6.51,-2.44,5.13,13.67
6.3,0.41,-3.82,-22.22,5.98,21.97
2.18,-7.97,-6.57,9.58,90.21,47.24
5.33,0.47,-5.86,0.37,-18.13,2.08
2.77,-1.87,-10.07,4.09,6.1,-21.67
7.06,-3.6,-5.07,30.82,-7.81,-39.06
18.26,-1,-2.33,-5.43,-10.93,-6.16
8.8,-2.43,-2.17,-1.46,-1.83,1.46
6.29,-2.06,-8.16,13.79,18.98,13.79
5.12,-8.86,-1.23,31.07,17.27,18.43
4.32,0.35,-3.47,14.71,3.72,-3.05
-2.65,5.4,9.69,94.42,-3.42,-76.17
5.32,-3.21,7.73,-6.04,-0.31,7.08
8.21,1.62,-3.26,-22.58,-2.56,-27.65
9.13,-1.7,-9.74,2.75,-1.4,26.98
7.38,-1.01,-6.53,89.54,-31.31,-74.52
5.74,1.43,-5.43,8.42,3.3,-6.84
6.63,1.77,-3.87,-27.16,-5.31,23.68
10,1.57,-8.65,16.85,27.47,-46.08
5.49,0.15,-4.99,-9.7,-4.94,14.71
8.06,-1.72,-4.88,6.04,-3.97,11.41
8.77,-3.67,-2.13,-0.06,-0.85,-1.95
4.73,-1.52,-7.6,-2.2,1.65,11.23
6.98,-0.3,-6.56,0.37,24.66,24.96
7.64,-2.42,-4.3,52.67,-26.86,-40.53
8.11,1.94,-4.69,-8.97,2.81,8.48
10.46,-6.03,-5.78,-175.29,83.98,45.59
7.7,-1.51,-6.08,-8.91,-3.11,-11.29
7.91,1.09,-6.99,10.13,-1.65,-19.23
6.91,-3.78,-8.99,8.18,-14.83,-7.87
9.36,-3.36,-3.27,-32.59,9.64,18.8
8.08,-2.29,-5.21,-10.74,-0.79,0
5.9,-3.17,7.35,-0.31,-0.67,-1.4
6.72,2.11,-5.93,0.55,4.03,-13.55
5.02,-0.56,-4.88,-18.19,11.47,-25.7
8.71,-2.21,-4.05,-6.41,19.59,3.72
12.65,2.57,-9.07,-40.28,18.25,63.9
5.91,-1.05,0.6,-59.27,-3.17,3.11
6.7,0.22,7.37,-4.52,-0.92,-0.92
7.1,-5.22,-5.32,169.01,23.32,-12.39
11.53,-0.68,-7.05,-5.62,16.91,34
5.35,-1.76,-2.7,3.72,22.64,6.96
8.72,-2.42,-3.83,52.61,-21.61,-30.82
6.09,0.68,-6.34,-26.79,-2.75,17.15
2.04,3.01,2.14,32.59,-60.18,-34.3
3.78,1.08,8.37,10.93,17.09,-76.6
8.72,-4.03,-2.32,-22.03,-28.2,3.97
6.46,-0.68,-9.42,1.59,14.53,9.64
5.32,-3.74,-6.81,-2.99,-18.98,1.04
5.84,1.59,-6.11,11.72,15.56,-19.84
6.48,0.78,7.44,-0.37,0.79,-1.04
4.28,-4.37,7.9,0.43,0.73,-1.77
6.44,-3.04,-6.01,53.96,-3.11,-58.72
12.25,-1.98,-6.65,3.54,-2.99,23.38
6.56,-1.29,-5.73,46.69,-18.98,-28.5
12.3,-0.56,-6.95,-4.03,24.23,42.85
6.85,-1.89,-8.85,9.89,-9.34,-7.08
11.59,-0.03,-1.14,12.15,-133,-85.08
8.98,-0.11,-6.54,-43.7,-10.25,46.14
2.78,-3.61,-5.85,34.97,-2.5,-9.52
5.97,-1.88,-6.01,-117.61,21.42,31.37
1.63,1.14,-1.21,37.78,9.16,-31.01
7.61,1.6,-4.46,-24.72,-10.25,-4.52
7.19,-1.2,-3.12,-17.58,4.52,13.92
5.2,0.44,-6.81,23.99,-4.46,-21.36
6.99,-1.26,-4.63,14.04,-6.35,-5
